"Name","Live Bytes","Live Objects"
"org.springframework.core.ResolvableType$WildcardBounds$Kind[]","24 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.feign.FeignClientExecutor","24 B (0%)","1 (0%)"
"org.springframework.beans.CachedIntrospectionResults","24 B (0%)","1 (0%)"
"java.util.Comparators$NaturalOrderComparator","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain$Strategy$Content","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.health.HealthProperties$Status","24 B (0%)","1 (0%)"
"jdk.internal.icu.util.CodePointTrie$Type[]","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$StringToDurationConverter[]","24 B (0%)","1 (0%)"
"io.undertow.servlet.spec.ServletContextImpl$ServletContextSessionConfig","24 B (0%)","1 (0%)"
"org.springframework.scheduling.annotation.AsyncAnnotationAdvisor","24 B (0%)","1 (0%)"
"org.springframework.integration.graph.MicrometerNodeEnhancer$$Lambda.0x0000007001bb6e68","24 B (0%)","1 (0%)"
"org.springframework.boot.validation.beanvalidation.MethodValidationExcludeFilter$$Lambda.0x0000007001491390","24 B (0%)","1 (0%)"
"org.springdoc.core.conditions.CacheOrGroupedOpenApiCondition","24 B (0%)","1 (0%)"
"com.fasterxml.classmate.AnnotationConfiguration$StdConfiguration","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandles$Lookup$ClassOption[]","24 B (0%)","1 (0%)"
"io.undertow.servlet.api.ServletContainerInitializerInfo","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.metrics.service.SpringMetricsService","24 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.MappingRedisConverter$NaturalOrderingKeyComparator","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanLookup","24 B (0%)","1 (0%)"
"org.springframework.security.rsa.crypto.RsaAlgorithm[]","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$DateToLocalDateTimeConverter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.validation.ValidatorAdapter","24 B (0%)","1 (0%)"
"java.util.Comparators$NullComparator","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataNotFoundAction[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.rest.GCSAPIController","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.infrastructure.adapters.input.kafka.IDFCLoanForeclosureStatusKafkaListener","24 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentHashMap$CounterCell[]","24 B (0%)","1 (0%)"
"org.springframework.boot.env.EnvironmentPostProcessorApplicationListener","24 B (0%)","1 (0%)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$1","24 B (0%)","1 (0%)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$2","24 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.config.KravenUiConfigurationInitializer","24 B (0%)","1 (0%)"
"io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.cache.KravenUiCacheService","24 B (0%)","1 (0%)"
"org.springframework.beans.factory.annotation.InjectionMetadata$1","24 B (0%)","1 (0%)"
"org.wildfly.common.context.ContextPermission","24 B (0%)","1 (0%)"
"java.util.regex.Pattern$Pos","24 B (0%)","1 (0%)"
"org.springframework.data.util.NullableWrapperConverters$GuavaOptionalUnwrapper","24 B (0%)","1 (0%)"
"org.springframework.data.redis.core.RedisQueryEngine","24 B (0%)","1 (0%)"
"feign.Types$WildcardTypeImpl","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalDateToDateConverter[]","24 B (0%)","1 (0%)"
"io.opentelemetry.context.ThreadLocalContextStorage","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$BindCaller$InjectedInvokerHolder","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.UndertowWebServerFactoryCustomizer","24 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.ConsumerPartitionAssignor$RebalanceProtocol[]","24 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.bridge.EventPublishingContextWrapper$1","24 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.bridge.OtelPropagator","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.documentation.service.BusinessFlowTagParser","24 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.SubscriptionState$FetchStates$4","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.logs.SdkLoggerProvider","24 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.propagation.BaggageTextMapPropagator","24 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.SubscriptionState$FetchStates$2","24 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.SubscriptionState$FetchStates$3","24 B (0%)","1 (0%)"
"org.apache.kafka.clients.consumer.internals.SubscriptionState$FetchStates$1","24 B (0%)","1 (0%)"
"java.math.MutableBigInteger","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$1","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$2","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$3","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$4","24 B (0%)","1 (0%)"
"okio.Buffer","24 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.bridge.Slf4JEventListener","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy[]","24 B (0%)","1 (0%)"
"java.security.PermissionsHash","24 B (0%)","1 (0%)"
"java.lang.reflect.ReflectPermission","24 B (0%)","1 (0%)"
"org.springframework.aop.support.annotation.AnnotationMatchingPointcut","24 B (0%)","1 (0%)"
"io.netty.buffer.UnpooledByteBufAllocator","24 B (0%)","1 (0%)"
"org.springframework.integration.config.IdGeneratorConfigurer","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.groups.Sequence","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateBuilderConfigurer","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.deser.impl.FailingDeserializer","24 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$StringEnvironment","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor","24 B (0%)","1 (0%)"
"org.apache.kafka.common.requests.FindCoordinatorRequest$CoordinatorType[]","24 B (0%)","1 (0%)"
"org.springframework.web.context.support.ServletContextResource","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.handlers.GlobalExceptionHandler","24 B (0%)","1 (0%)"
"io.undertow.server.handlers.resource.ResourceManager[]","24 B (0%)","1 (0%)"
"org.springframework.integration.expression.FunctionExpression","24 B (0%)","1 (0%)"
"io.micrometer.tracing.otel.bridge.Slf4JBaggageEventListener","24 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$ArrayAccessor$1","24 B (0%)","1 (0%)"
"org.springframework.cloud.openfeign.aot.FeignChildContextInitializer","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.ssl.FileWatcher","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.saison.infrastructure.adapters.input.kafka.SaisonForeclosureStatusRequestKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebProperties","24 B (0%)","1 (0%)"
"org.springframework.data.spel.ExtensionAwareEvaluationContextProvider","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.controllers.CommonHousekeepingController","24 B (0%)","1 (0%)"
"org.redisson.codec.CompositeCodec","24 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.Jsp","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.DelegatingApplicationListener","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$DateToLocalDateConverter[]","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.RandomIdGenerator","24 B (0%)","1 (0%)"
"org.springframework.cloud.util.random.CachedRandomPropertySource","24 B (0%)","1 (0%)"
"io.netty.resolver.dns.DnsNameResolver$2","24 B (0%)","1 (0%)"
"io.undertow.util.PathTemplateMatcher","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.MetricsAspectsAutoConfiguration$ObservationAnnotationsEnabledCondition","24 B (0%)","1 (0%)"
"org.springframework.expression.common.TemplateParserContext","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.export.prometheus.PrometheusProperties$HistogramFlavor[]","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$4","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$3","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$6","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$5","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$7","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$2","24 B (0%)","1 (0%)"
"com.google.gson.FieldNamingPolicy$1","24 B (0%)","1 (0%)"
"org.springframework.boot.context.logging.LoggingApplicationListener$Lifecycle","24 B (0%)","1 (0%)"
"org.springframework.kafka.core.DefaultTransactionIdSuffixStrategy","24 B (0%)","1 (0%)"
"org.springframework.dao.support.PersistenceExceptionTranslationInterceptor","24 B (0%)","1 (0%)"
"org.springframework.cglib.core.EmitUtils$ArrayDelimiters","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DecimalFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$PropertyAccessingMethodInvokerFactory[]","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.metrics.export.prometheus.PrometheusSimpleclientScrapeEndpoint","24 B (0%)","1 (0%)"
"io.netty.util.Signal$1","24 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.undertow.DeploymentManagerHttpHandlerFactory$DeploymentManagerHandler","24 B (0%)","1 (0%)"
"org.springdoc.core.properties.SpringDocConfigProperties$ModelConverters","24 B (0%)","1 (0%)"
"sun.nio.cs.UTF_8","24 B (0%)","1 (0%)"
"jdk.jfr.internal.management.StreamManager","24 B (0%)","1 (0%)"
"org.springframework.integration.config.IntegrationComponentScanRegistrar","24 B (0%)","1 (0%)"
"org.apache.kafka.common.protocol.types.RawTaggedFieldWriter","24 B (0%)","1 (0%)"
"org.springframework.integration.support.converter.ConfigurableCompositeMessageConverter","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.commons.aop.APIRequestLoggerAspect","24 B (0%)","1 (0%)"
"io.netty.resolver.dns.SingletonDnsServerAddresses","24 B (0%)","1 (0%)"
"com.sun.management.internal.HotSpotThreadImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Contentnegotiation","24 B (0%)","1 (0%)"
"java.nio.file.LinkOption[]","24 B (0%)","1 (0%)"
"org.springframework.kafka.core.DefaultKafkaProducerFactory$$Lambda.0x000000700174fbc8","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.integration.IntegrationProperties$RSocket","24 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.context.WebApplicationContextServletContextAwareProcessor","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.abfl.infrastructure.adapters.input.kafka.AbflPaymentPostingKafkaListener","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.kafka.GCSPaymentPostingKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.validation.DefaultMessageCodesResolver$Format[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Shutdown","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.kafka.GcsChargeStatusRequestKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$DateToLocalDateTimeConverter","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.saison.application.interceptors.SaisonRequestInterceptor","24 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.ScoredSortedSetRandomMapDecoder","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.ErrorPage","24 B (0%)","1 (0%)"
"org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator$BeanFactoryAdvisorRetrievalHelperAdapter","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.kafka.KafkaProperties$Listener$Type[]","24 B (0%)","1 (0%)"
"jdk.internal.ref.CleanerImpl","24 B (0%)","1 (0%)"
"java.util.concurrent.Executors$AutoShutdownDelegatedExecutorService","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage$Style[]","24 B (0%)","1 (0%)"
"java.nio.file.FileVisitOption","24 B (0%)","1 (0%)"
"jdk.jfr.internal.ShutdownHook","24 B (0%)","1 (0%)"
"javax.management.ObjectInstance","24 B (0%)","1 (0%)"
"jdk.xml.internal.XMLSecurityManager$Processor[]","24 B (0%)","1 (0%)"
"org.springframework.boot.DefaultBootstrapContext","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper","24 B (0%)","1 (0%)"
"org.redisson.spring.starter.RedissonProperties","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.SdkTracerProvider","24 B (0%)","1 (0%)"
"org.springframework.boot.type.classreading.ConcurrentReferenceCachingMetadataReaderFactory","24 B (0%)","1 (0%)"
"io.netty.util.concurrent.DefaultEventExecutorChooserFactory$GenericEventExecutorChooser","24 B (0%)","1 (0%)"
"io.micrometer.prometheus.HistogramFlavor[]","24 B (0%)","1 (0%)"
"io.undertow.security.api.AuthenticationMode[]","24 B (0%)","1 (0%)"
"io.undertow.security.api.AuthenticationMechanism[]","24 B (0%)","1 (0%)"
"java.lang.StackWalker$ExtendedOption","24 B (0%)","1 (0%)"
"org.springframework.http.server.observation.ServerHttpObservationDocumentation$LowCardinalityKeyNames$5","24 B (0%)","1 (0%)"
"org.springframework.http.server.observation.ServerHttpObservationDocumentation$LowCardinalityKeyNames$4","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.WebProperties","24 B (0%)","1 (0%)"
"org.springframework.http.server.observation.ServerHttpObservationDocumentation$LowCardinalityKeyNames$1","24 B (0%)","1 (0%)"
"org.springframework.http.server.observation.ServerHttpObservationDocumentation$LowCardinalityKeyNames$3","24 B (0%)","1 (0%)"
"org.springframework.http.server.observation.ServerHttpObservationDocumentation$LowCardinalityKeyNames$2","24 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase[]","24 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.aspect.Bucket4jAopConfig$$SpringCGLIB$$FastClass$$0","24 B (0%)","1 (0%)"
"java.util.PropertyPermissionCollection","24 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.aspect.Bucket4jAopConfig$$SpringCGLIB$$FastClass$$1","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.deser.std.StringDeserializer","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.env.EnvironmentEndpoint","24 B (0%)","1 (0%)"
"org.slf4j.helpers.SubstituteLoggerFactory","24 B (0%)","1 (0%)"
"org.springframework.kafka.core.DefaultKafkaConsumerFactory$$Lambda.0x00000070017bd970","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.application.interceptor.GCSLasRequestInterceptor","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$2","24 B (0%)","1 (0%)"
"io.lettuce.core.resource.DefaultThreadFactoryProvider[]","24 B (0%)","1 (0%)"
"org.springframework.cloud.client.actuator.NamedFeature","24 B (0%)","1 (0%)"
"io.swagger.v3.core.converter.ModelConverters","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Option","24 B (0%)","1 (0%)"
"java.util.concurrent.Executors$DelegatedScheduledExecutorService","24 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.ConsoleTarget[]","24 B (0%)","1 (0%)"
"org.springframework.integration.graph.LinkNode","24 B (0%)","1 (0%)"
"io.lettuce.core.event.jfr.NoOpEventRecorder[]","24 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$GcMetricsNotificationListener","24 B (0%)","1 (0%)"
"org.springframework.integration.redis.util.RedisLockRegistry$RedisLockType[]","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.DistanceFormatter","24 B (0%)","1 (0%)"
"org.springframework.util.ReflectionUtils$MethodFilter$$Lambda.0x0000007001488220","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.integration.IntegrationProperties$Jdbc","24 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectiveMethodResolver","24 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReader","24 B (0%)","1 (0%)"
"io.opentelemetry.context.ThreadLocalContextStorage[]","24 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.Encoding$Type[]","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataActivationContext","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.health.PingHealthIndicator","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.saison.infrastructure.adapters.input.kafka.SaisonPaymentPostingKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.HandlerExceptionResolverComposite","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource","24 B (0%)","1 (0%)"
"org.springframework.web.servlet.view.ViewResolverComposite","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Threads","24 B (0%)","1 (0%)"
"io.lettuce.core.resource.DefaultThreadFactoryProvider","24 B (0%)","1 (0%)"
"ch.qos.logback.core.rolling.SizeAndTimeBasedFileNamingAndTriggeringPolicy$Usage[]","24 B (0%)","1 (0%)"
"io.swagger.v3.oas.models.SpecVersion[]","24 B (0%)","1 (0%)"
"org.springframework.web.accept.MappingMediaTypeFileExtensionResolver","24 B (0%)","1 (0%)"
"org.springframework.web.util.UrlPathHelper$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.WebProperties$Resources$Cache","24 B (0%)","1 (0%)"
"org.springframework.web.util.pattern.PathPatternParser$1","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$HighCardinalityKeyNames$2","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$HighCardinalityKeyNames$1","24 B (0%)","1 (0%)"
"reactor.core.publisher.SinkManyBestEffort","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredHealthEndpointGroups","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.CompositeMeterRegistryConfiguration$MultipleNonPrimaryMeterRegistriesCondition","24 B (0%)","1 (0%)"
"org.springframework.aop.interceptor.ExposeInvocationInterceptor$1","24 B (0%)","1 (0%)"
"java.nio.file.FileVisitOption[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.redis.RedisProperties$Lettuce$Cluster$Refresh","24 B (0%)","1 (0%)"
"io.lettuce.core.metrics.DefaultCommandLatencyCollectorOptions$Builder","24 B (0%)","1 (0%)"
"io.micrometer.tracing.handler.TracingAwareMeterObservationHandler","24 B (0%)","1 (0%)"
"jdk.internal.access.JavaSecurityAccess$ProtectionDomainCache[]","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.documentation.controller.DocumentationController","24 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets","24 B (0%)","1 (0%)"
